station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
SBMT,2024-01-02 15:00,78.80,60.80,54.05,200.00,4.00,0.00,29.94,,6.21,,SCT,,,,4000.00,,,,,,,,,,,78.80,SBMT 021500Z 20004KT 150V280 9999 SCT040 26/16 Q1014,
SBMT,2024-01-02 16:00,82.40,60.80,48.05,340.00,3.00,0.00,29.91,,6.21,,SCT,,,,4000.00,,,,,,,,,,,82.90,SBMT 021600Z 34003KT 290V010 9999 SCT040 28/16 Q1013,
SBMT,2024-01-02 17:00,82.40,64.40,54.55,130.00,6.00,0.00,29.91,,6.21,,BKN,,,,4000.00,,,,,,,,,,,83.98,SBMT 021700Z 13006KT 9999 BKN040 28/18 Q1013,
SBMT,2024-01-02 18:00,80.60,66.20,61.58,160.00,11.00,0.00,29.88,,6.21,,BKN,,,,4000.00,,,,,,,,,,,82.75,SBMT 021800Z 16011KT 9999 BKN040 27/19 Q1012,
SBMT,2024-01-02 19:00,73.40,64.40,73.44,140.00,10.00,0.00,29.91,,6.21,,BKN,,,,3000.00,,,,,,,,,,,73.40,SBMT 021900Z 14010KT 9999 BKN030 23/18 Q1013,
SBMT,2024-01-02 20:00,73.40,64.40,73.44,170.00,9.00,0.00,29.91,,6.21,,BKN,,,,2500.00,,,,,,,,,,,73.40,SBMT 022000Z 17009KT 120V210 9999 BKN025 23/18 Q1013,
SBMT,2024-01-02 21:00,71.60,62.60,73.27,170.00,8.00,0.00,29.91,,6.21,,BKN,,,,2000.00,,,,,,,,,,,71.60,SBMT 022100Z 17008KT 120V200 9999 BKN020 22/17 Q1013,
SBMT,2024-01-02 22:00,71.60,62.60,73.27,140.00,6.00,0.00,29.94,,6.21,,BKN,,,,2000.00,,,,,,,,,,,71.60,SBMT 022200Z 14006KT 100V180 9999 BKN020 22/17 Q1014,
SBMT,2024-01-02 23:00,69.80,62.60,77.90,120.00,8.00,0.00,29.94,,6.21,,BKN,,,,2000.00,,,,,,,,,,,69.80,SBMT 022300Z 12008KT 9999 BKN020 21/17 Q1014,
SBMT,2024-01-03 00:00,69.80,62.60,77.90,110.00,8.00,0.00,29.97,,6.21,,BKN,,,,2000.00,,,,,,,,,,,69.80,SBMT 030000Z 11008KT 9999 BKN020 21/17 Q1015,
SBMT,2024-01-03 01:00,69.80,62.60,77.90,90.00,7.00,0.00,29.97,,6.21,,BKN,,,,2000.00,,,,,,,,,,,69.80,SBMT 030100Z 09007KT 9999 BKN020 21/17 Q1015,
SBMT,2024-01-03 02:00,68.00,62.60,82.86,90.00,8.00,0.00,29.97,,6.21,,SCT,,,,2000.00,,,,,,,,,,,68.00,SBMT 030200Z 09008KT 9999 SCT020 20/17 Q1015,
SBMT,2024-01-03 09:00,68.00,64.40,88.26,70.00,5.00,0.00,29.91,,6.21,,FEW,,,,1300.00,,,,,,,,,,,68.00,SBMT 030900Z 07005KT 9999 FEW013 20/18 Q1013,
SBMT,2024-01-03 10:00,69.80,66.20,88.34,70.00,6.00,0.00,29.91,,6.21,,,,,,,,,,,,,,,,,69.80,SBMT 031000Z 07006KT CAVOK 21/19 Q1013,
SBMT,2024-01-03 11:00,73.40,66.20,78.19,90.00,3.00,0.00,29.94,,6.21,,,,,,,,,,,,,,,,,73.40,SBMT 031100Z 09003KT CAVOK 23/19 Q1014,
SBMT,2024-01-03 12:00,78.80,68.00,69.52,130.00,2.00,0.00,29.94,,6.21,,SCT,,,,3000.00,,,,,,,,,,,78.80,SBMT 031200Z 13002KT 9999 SCT030 26/20 Q1014,
SBMT,2024-01-03 13:00,78.80,66.20,65.33,280.00,3.00,0.00,29.94,,6.21,,SCT,,,,3000.00,,,,,,,,,,,78.80,SBMT 031300Z 28003KT 9999 SCT030 26/19 Q1014,
SBMT,2024-01-03 14:00,82.40,69.80,65.74,280.00,6.00,0.00,29.91,,6.21,,BKN,,,,3000.00,,,,,,,,,,,86.22,SBMT 031400Z 28006KT 9999 BKN030 28/21 Q1013,
SBMT,2024-01-03 15:00,84.20,68.00,58.32,0.00,0.00,0.00,29.88,,6.21,,BKN,,,,3000.00,,,,,,,,,,,87.40,SBMT 031500Z 00000KT 9999 BKN030 29/20 Q1012,
SBMT,2024-01-03 16:00,84.20,66.20,54.80,350.00,4.00,0.00,29.88,,6.21,,BKN,,,,3000.00,,,,,,,,,,,86.50,SBMT 031600Z 35004KT 9999 BKN030 29/19 Q1012,
SBMT,2024-01-03 17:00,87.80,64.40,45.88,270.00,7.00,0.00,29.85,,6.21,,BKN,FEW,,,5000.00,5300.00,,,,,,,,,,89.33,SBMT 031700Z 27007KT 230V330 9999 BKN050 FEW053TCU 31/18 Q1011,
SBMT,2024-01-03 18:00,75.20,66.20,73.61,150.00,11.00,0.00,29.88,,6.21,,SCT,SCT,FEW,,1500.00,5000.00,5300.00,,,,,,,,,75.20,SBMT 031800Z 15011KT 110V200 9999 SCT015 SCT050 FEW053TCU 24/19 Q1012,
SBMT,2024-01-03 19:00,71.60,66.20,83.09,140.00,9.00,0.00,29.88,,3.73,,FEW,BKN,,,900.00,1100.00,,,,,,,,,,71.60,SBMT 031900Z 14009KT 090V180 6000 FEW009 BKN011 22/19 Q1012,
